file_size,entropy,has_sus_strings,extension_risk,string_count,url_count,ip_count,label
9629519,4.264922285376954,0,1,6173,46,172,0
889577,7.644794890081752,1,1,36,9,5,1
7543535,6.605761624082161,0,0,2147,32,183,0
1125273,7.408053749072077,1,1,25,11,5,1
7157720,4.489183604932715,0,0,1130,51,88,0
482680,6.620472597435848,0,0,17706,76,58,0
8203787,3.972432321836745,0,1,15990,66,114,0
3817446,3.0090465256562986,0,0,18582,38,200,0
2657138,6.15146534886777,0,0,1624,26,148,0
9588994,3.836600789696794,0,0,19713,57,190,0
2205664,4.2413480607817435,0,0,18560,40,1,0
516775,7.462407472571049,1,1,79,9,4,1
1567658,7.781274307771334,0,1,62,3,9,1
3854339,3.350563905075435,1,0,7834,56,206,0
1223290,7.574176709419349,1,1,66,3,8,1
993770,7.475937281904056,1,1,24,10,3,1
220084,7.903218344177031,1,1,42,3,7,1
8705434,6.35571903743328,0,0,7590,71,226,0
818118,7.926682879165391,1,1,29,13,3,1
754067,7.689256111276829,1,1,71,6,3,1
1892614,7.833349146850556,1,1,38,5,4,1
76202,7.43984625222364,1,0,34,4,7,1
6864382,5.907265395081968,1,0,13458,62,180,0
657951,5.508046026596094,0,0,2989,96,8,0
6246035,4.788401674431846,0,0,6941,2,168,0
247469,7.406943319253163,1,1,26,4,9,1
4167500,5.573685775442772,0,1,1320,91,156,0
355600,7.530742681889231,1,1,60,0,5,1
7348689,3.6243450054040394,0,1,3491,28,131,0
7250903,5.4818429681364655,0,0,14347,45,41,0
2692276,3.6406988654417467,0,0,1924,77,17,0
2027793,4.367879680557913,0,1,6849,10,183,0
1973264,7.97264090589864,1,0,70,7,9,1
9684910,6.171532721099155,0,0,3079,18,43,0
1097241,7.987357788210194,1,1,73,13,2,1
1656016,6.3189882225809715,0,0,10960,2,19,0
551486,7.977410080062967,1,1,55,2,9,1
638375,7.587271679203523,1,1,65,10,3,1
142957,7.550266041052162,1,1,15,13,0,1
1975023,7.709298485586195,0,1,78,0,9,1
532831,6.767252328171583,0,0,8629,63,120,0
1283871,7.650408752182485,1,1,73,8,2,1
1706215,6.747870227339392,0,1,15705,16,184,0
6715301,4.341166044018406,0,0,7136,13,207,0
193273,7.643061276228273,1,1,52,4,5,1
123828,7.412559217695245,1,1,50,5,8,1
5255224,6.0487590144342365,0,0,16782,90,38,0
4136314,6.572771922769333,0,0,7710,62,248,0
1767891,3.0052968912156315,0,0,17238,42,124,0
1698367,7.953925301523314,1,1,13,6,1,1
3503630,3.695586108814071,0,0,12053,37,114,0
1503149,7.456080762142666,1,1,42,1,4,1
1569750,7.903222714720316,1,1,40,12,2,1
687551,7.697333414225558,1,1,57,14,4,1
1568203,7.6980620678762985,0,1,72,10,6,1
4346760,6.1967222801294195,1,0,13877,98,210,0
550239,6.995806811431086,0,0,11712,31,171,0
874845,7.491977696309233,1,1,25,0,8,1
788494,5.928191757124452,0,0,394,57,131,0
6979737,3.188063191283869,0,0,10057,16,215,0
1247087,7.5554235260723095,0,1,20,7,6,1
756447,7.926699300734073,1,0,71,1,4,1
1979921,7.874099832136078,1,1,66,5,3,1
1264905,7.808085705747006,1,1,59,9,1,1
4409249,4.597056840895605,0,0,1264,80,73,0
1939827,7.504819778134269,1,1,37,12,9,1
3339442,4.824476609305019,1,0,19792,56,137,0
1368218,7.7586774996337,1,1,74,7,5,1
3267402,5.849457406155228,0,0,5535,66,96,0
1670502,7.684141699144788,1,1,60,7,3,1
1164950,3.1351138324984738,0,0,16191,41,82,0
1253470,7.442793793647689,1,0,7,9,0,1
1395685,7.726156381079102,1,1,64,0,6,1
5353825,4.812209378790763,0,0,16512,80,76,0
9428504,3.353490373960661,0,0,17200,43,7,0
1314925,7.8037506945721855,1,1,22,2,5,1
9415323,4.139050423117954,0,0,17132,18,65,0
2907158,3.241385244689703,0,0,13491,67,181,0
330589,7.6372139065168305,1,0,30,2,6,1
489064,7.549289789202933,1,1,27,1,9,1
2905941,5.332163759412875,0,1,1560,9,159,0
1407636,7.499324476893853,1,1,47,7,6,1
99407,7.510323944432595,1,1,8,2,0,1
37738,7.419476085057366,1,1,69,0,1,1
1953619,7.868312345521764,1,1,52,1,1,1
8977973,5.908633358055086,0,0,16209,4,110,0
154535,7.866467376952047,1,1,14,9,4,1
2277106,7.182938188435969,0,1,15864,44,134,0
1461187,7.969502303064578,1,1,49,3,1,1
1031117,6.221919964591839,0,0,19887,13,145,0
1287205,7.5538442949132145,1,1,36,4,3,1
1155283,7.750995049221151,1,1,56,2,1,1
3354597,5.056406299106711,0,0,3613,54,67,0
2923097,5.555450227415632,0,0,12222,23,122,0
518524,7.550591891313909,1,1,23,10,5,1
19470,7.553775897376765,1,1,67,3,9,1
1647711,4.434349062730462,0,1,15738,48,35,0
1902508,7.88912382653939,1,1,27,9,3,1
1191597,7.7882667565844566,1,1,14,10,6,1
216971,7.828074416260426,1,1,69,10,0,1
1022494,7.797074428288712,1,1,27,12,8,1
9058014,4.737104868204158,1,0,5581,37,37,0
1253336,7.682322760874165,1,1,77,10,1,1
5915988,5.029859867047092,0,0,19195,27,172,0
1372270,7.66162494974777,1,1,53,0,9,1
6438845,4.897261968717904,0,0,14406,59,141,0
8061833,3.7260730887140503,0,1,10581,22,217,0
1980910,7.97963367965912,1,1,19,1,2,1
8083655,3.477203355716137,0,1,4492,34,26,0
1146263,7.964187080556651,1,0,73,7,5,1
1777052,7.703621762136489,1,0,25,3,9,1
780878,7.55369053110425,1,1,14,10,5,1
9504201,3.982493011045514,0,0,10239,66,87,0
9138682,6.359032822283753,1,0,14806,64,98,0
224601,7.948852340802776,1,1,56,13,1,1
2736264,6.9505592556074225,0,0,6056,85,52,0
1740933,7.47958632467238,1,1,11,7,0,1
1370433,7.87580618457536,1,1,60,0,9,1
3189729,7.2593479409115735,0,0,14539,8,41,0
368635,7.779799666308157,1,1,63,12,3,1
624769,7.551400402647936,1,1,21,7,5,1
2711241,6.727813913913099,0,0,5273,43,99,0
828706,7.813260509575491,1,1,72,9,8,1
663974,7.9874620365513636,1,1,46,13,7,1
1245340,7.651723786716027,1,1,25,12,0,1
345983,7.907048982641301,1,1,54,10,1,1
1278649,7.754905719280989,1,1,48,5,1,1
548057,7.813024327631553,1,1,14,9,7,1
398710,6.152120116397971,0,1,7864,64,20,0
7707358,3.9115247108796254,0,0,6185,10,41,0
714364,7.444796986787135,1,1,60,8,1,1
1242082,6.87591529323031,0,0,3270,64,77,0
1850220,7.567559166824594,1,1,71,7,9,1
9910709,5.170832992139976,0,1,10862,1,235,0
269925,7.649440548994033,1,1,58,12,0,1
1385250,5.603814077872996,0,0,10069,0,121,0
1419175,6.997305272914554,0,0,8902,21,87,0
4379727,4.911003646830166,0,1,17722,73,137,0
637475,7.975743552577439,1,1,13,3,4,1
1101723,7.9446091671314925,1,1,54,14,5,1
4318048,6.411594261512995,0,1,918,75,13,0
8084123,6.035881732955305,0,0,13406,51,72,0
8048252,6.555304387324602,0,0,17357,77,169,0
65152,7.478729289759012,0,1,60,4,2,1
6116518,6.630269420345019,0,1,1834,88,183,0
1488441,7.973310623850344,1,1,18,0,7,1
1018433,6.140058432487628,0,0,1821,85,118,0
1417012,6.228136880097193,0,0,16092,76,164,0
6828299,4.689789168984753,0,1,12155,84,90,0
9992183,6.158685069422077,0,0,10913,76,75,0
1871791,7.4687037178813895,1,1,25,2,3,1
549707,7.590412450160154,1,1,43,14,7,1
6119900,3.5247507241348988,1,0,14937,1,172,0
3208393,3.105343327550905,0,0,12979,59,42,0
9944231,3.366967746882597,0,0,17777,42,110,0
2549421,4.932565491419072,0,0,11775,61,218,0
137309,7.786249119465754,1,1,49,6,5,1
1467082,7.633620806228841,1,1,77,2,3,1
3468366,3.9339991200722055,0,0,8993,42,80,0
1527518,7.968301515023456,1,0,38,12,6,1
331243,7.744921697094843,1,1,17,9,4,1
5185502,6.774931983877709,0,1,455,16,3,0
662632,7.999597952895852,1,1,60,3,2,1
1938878,6.567226494520576,0,0,11209,99,55,0
886038,7.793103285906752,1,0,50,5,4,1
4546583,3.8753866054716433,0,1,2173,75,239,0
1990173,6.4130985566362195,0,0,19459,95,82,0
7434533,3.7087461039910767,0,0,14705,32,223,0
1796884,7.413419920696658,1,0,14,3,8,1
9811404,6.632594576029891,0,0,14093,22,124,0
1143953,4.951971446865935,0,0,17373,59,222,0
5321385,6.642819653902069,0,0,15293,38,201,0
5069002,6.89608330845137,1,1,8290,59,142,0
1749661,7.917673127402835,1,1,49,7,9,1
2559231,3.54068850076859,0,0,17427,82,94,0
310065,7.674541308604383,1,1,11,10,7,1
1587127,7.802874818780217,1,1,70,9,3,1
1537774,7.56487415865308,1,1,14,4,6,1
226281,3.7740448811327107,0,0,5644,13,226,0
984384,7.900123778926265,1,1,63,14,5,1
2700015,5.743231411258671,0,0,3643,25,20,0
8105789,5.564182531099584,0,1,6791,13,7,0
389346,7.444465249580233,1,1,19,10,8,1
636605,6.910377825636104,0,0,4426,66,210,0
81942,7.795625112451696,1,1,53,11,0,1
1187887,6.646605501862319,1,0,13963,36,87,0
1356531,3.733858461764993,0,0,9928,49,67,0
26292,7.692084246189946,1,1,21,4,5,1
1385418,5.571884306286777,0,0,989,59,47,0
1936740,6.116882947054574,1,0,5873,82,110,0
1158729,7.788551353281084,1,1,33,6,4,1
6743471,4.937664523937959,0,1,9266,24,25,0
1646897,7.905770234106086,1,1,6,13,5,1
1397482,7.70748482247171,1,0,58,4,8,1
9303640,4.871275716798034,1,0,3741,82,201,0
82828,7.474703152619416,1,1,44,9,9,1
821730,7.756212571602212,1,1,58,8,6,1
722261,7.759471210892065,1,1,44,1,5,1
983169,7.850036794486608,1,1,35,9,2,1
568046,7.986995285867028,1,1,6,0,9,1
2698143,6.1181696284697935,0,1,9994,32,177,0
457154,7.477402505013956,1,1,34,8,5,1
8020213,6.050346758475781,0,1,8310,40,127,0
9057842,5.4227873875983725,0,0,2124,69,199,0
955480,5.342845364063417,0,0,11526,32,62,0
6239795,3.362887236341532,1,0,13468,49,15,0
637267,7.849138831072176,1,1,73,1,5,1
6286088,5.320091748130672,0,1,1314,51,6,0
4184839,5.906117353875716,0,0,311,55,48,0
1984509,7.105038129143222,0,0,16559,39,242,0
1674589,7.773177574478586,1,1,53,6,0,1
42175,7.981214870127825,1,1,28,2,6,1
3978266,6.1920966174617895,0,0,14879,57,233,0
4382137,5.342758927444303,0,1,883,53,20,0
2884427,5.408783711012121,0,0,493,96,109,0
1579127,7.572279102312287,1,1,25,13,5,1
108580,7.5025161196318795,1,1,20,6,9,1
422610,7.8280771690199,1,1,76,10,1,1
1860709,7.760151819760103,1,1,8,11,7,1
130035,7.63562511928653,1,0,47,3,5,1
495592,5.70142387499211,0,0,19246,36,114,0
492072,5.061224092592763,0,1,9436,42,143,0
576278,3.9505724972510325,0,0,16717,52,191,0
3487669,5.45379338268802,0,0,16318,40,138,0
1873468,7.588145079238418,1,1,43,8,2,1
293590,7.904332014050759,1,1,57,7,0,1
2548500,7.081182215284594,0,1,19548,65,176,0
1307621,7.610042787364972,1,1,18,7,9,1
1448645,7.929027602879178,1,1,14,5,6,1
6940705,3.975948185771066,0,1,7947,88,27,0
1796960,7.420190199281034,0,1,42,3,4,1
817856,7.551361453760508,1,1,11,2,8,1
9750436,6.4991950397742215,0,0,11145,29,104,0
8176602,4.197289455476868,0,0,8263,38,86,0
1529514,7.402606440670454,1,1,11,7,3,1
1788996,7.686102664914843,1,1,43,14,5,1
5894309,6.5204403456127,0,0,14691,87,97,0
6570632,4.937567181627476,0,0,10894,55,135,0
4507259,7.208114535822281,0,0,5253,62,79,0
3312149,6.780855237990704,0,0,9430,30,228,0
1135664,7.68157394656249,1,1,64,1,5,1
872380,7.707218971214894,1,1,19,3,1,1
1135106,5.771742051392078,1,0,7410,17,180,0
1501844,3.3337429723451955,0,0,19137,94,96,0
1936909,7.877994040994686,1,1,65,6,1,1
1171365,7.769762293525515,1,1,67,10,8,1
7282369,5.882657470923972,0,0,17025,65,92,0
1887025,7.659780528199432,1,1,22,6,7,1
4990847,6.641750530780808,0,1,18907,64,194,0
1139212,7.688152400651693,1,1,48,4,3,1
4409224,5.186890944624587,0,0,10296,16,234,0
1327132,7.479189798807445,0,1,34,8,8,1
3505473,6.235439379246962,0,0,15550,14,19,0
1917123,7.712127613254098,1,1,66,8,7,1
451259,7.48446700400734,1,1,79,1,0,1
1951042,7.473983483192855,1,1,10,6,8,1
2774707,4.420043951146543,0,0,17743,14,218,0
6692409,4.519881184351164,0,1,11964,60,3,0
7751575,5.471552083336985,0,0,6697,90,237,0
466985,7.757120108543263,1,1,71,4,3,1
6095467,7.230513345278382,1,0,10614,53,4,0
830735,7.213064568774444,0,0,10384,97,52,0
3186714,5.540729997465478,0,0,15611,79,236,0
9051222,4.6058891634199455,0,0,11484,46,47,0
1108677,5.470725743966396,0,1,10100,99,249,0
9701344,5.632709339288979,0,0,5519,54,80,0
1656141,7.65644265633656,1,1,79,2,0,1
982100,7.484699619918218,0,1,63,3,0,1
112063,7.802999634325682,1,1,7,11,7,1
1028225,7.759657035266251,1,1,20,7,7,1
565728,7.448893986385566,1,1,14,6,2,1
1096887,7.601471950101702,1,1,56,11,5,1
579955,7.6206722512883385,0,1,64,6,4,1
8777957,3.926778435802727,0,0,4642,41,97,0
3081201,5.3985968696976006,1,1,14001,84,216,0
750749,7.525016473444914,1,1,24,14,1,1
4375857,3.1330318723447705,1,0,13189,96,149,0
1166714,7.96180816848265,1,1,25,5,3,1
4093097,6.383026441164079,0,0,1463,17,185,0
1359148,7.4455109343694135,1,1,46,0,5,1
1891016,7.978366240561366,1,1,32,7,2,1
1433188,7.649671126659116,1,1,29,4,0,1
1573484,7.550147795157763,1,1,42,6,4,1
3221281,6.764698274176249,0,0,12918,1,104,0
7741141,5.815180250154797,0,0,5157,43,233,0
2711626,4.645095391353732,0,0,9239,31,119,0
1071385,7.582927614434724,1,1,23,6,1,1
446374,7.608228215572266,1,1,67,7,4,1
1337067,7.824360751199864,1,1,17,11,7,1
1093685,7.740491526670158,1,0,23,13,1,1
5807466,4.906074276007558,0,1,16804,48,118,0
5810701,5.836406275497391,0,0,3827,79,125,0
7368664,5.06000127134441,0,1,10186,63,91,0
7687841,3.6735452789873757,0,1,17514,75,199,0
1024138,7.890677408587651,1,1,41,7,6,1
6437446,5.343953771521008,1,0,6995,25,0,0
1313609,7.587492995685714,1,1,12,3,2,1
579503,7.4017776323362385,1,1,46,1,6,1
1219962,7.533648994627513,1,1,69,7,3,1
6233753,3.9615420683341385,0,0,1321,92,18,0
2387488,5.503237388053881,0,0,8366,68,177,0
2705238,3.175242656197633,1,0,16463,14,110,0
1558496,7.840076163204695,1,1,63,3,5,1
8552881,6.790238352602592,1,0,16708,99,34,0
7518836,4.143882895423137,1,0,8534,12,170,0
3834284,6.053582356731683,0,1,19632,10,118,0
144607,7.646938263140618,1,1,72,2,2,1
5751283,7.257898242426772,0,0,14124,76,210,0
6196200,4.336994399032482,0,0,16217,21,24,0
1479191,7.697440277181476,1,1,52,5,0,1
1125022,7.501599114444165,1,0,5,9,5,1
9467441,6.423834560920273,0,0,18669,46,51,0
882189,7.896697164239716,1,1,33,1,7,1
8502424,3.395044817153192,0,0,12370,83,156,0
125042,7.705689642706349,1,1,76,5,2,1
1917798,7.668936808715654,1,1,79,4,1,1
1068335,7.58164854228274,1,0,61,13,3,1
3742196,6.365592975199842,0,0,18133,10,92,0
1840286,7.7376017244105855,1,1,17,11,7,1
9169924,3.6635827307172413,0,1,5506,54,230,0
526754,7.916771799652858,1,1,32,0,9,1
6919889,6.710386162523373,1,1,12331,28,140,0
5393023,3.098443447397317,0,0,4964,91,21,0
739672,7.811424337571646,1,1,72,7,4,1
79837,7.653996036213517,1,1,50,9,0,1
9046310,6.257172104594495,0,1,2935,12,244,0
1831936,7.449641049837345,1,0,55,12,5,1
1497176,6.361698418333626,0,1,3315,58,124,0
8586377,3.534145856930655,0,0,18735,19,101,0
6127319,5.887256220046966,1,0,2205,11,12,0
1287643,6.696130496081867,0,1,1957,58,94,0
112903,7.4266863132818965,1,1,5,3,4,1
4156299,6.545410401656385,0,0,4715,94,48,0
272701,7.615104578717201,1,1,43,5,3,1
571451,5.2585309573366885,0,0,7165,20,46,0
8113074,4.343101138107708,1,0,9649,97,169,0
3733839,5.986136961362048,1,0,1799,16,51,0
1871928,3.3547866980938115,0,0,17559,28,0,0
1911705,5.1335154516868435,1,0,4825,80,58,0
1039293,7.985041353559231,1,1,29,13,1,1
1045702,7.9777174005114455,1,1,73,9,9,1
984687,7.758757656091898,1,1,34,12,8,1
9098270,4.629314195652902,1,0,12080,71,163,0
1636156,5.100094759279241,1,0,5124,53,144,0
2340767,3.9229007150128523,0,1,17452,65,25,0
1716302,7.608808012258096,0,1,35,8,2,1
1697164,7.826017608605137,1,1,68,14,9,1
4900856,3.1849298930278396,1,1,2565,1,233,0
4722339,4.997773965533984,0,0,9344,50,214,0
1941180,7.679074159488668,1,1,40,10,9,1
9133582,7.045764032253679,0,0,4810,31,138,0
1059520,7.401310456703334,1,1,71,12,7,1
4302754,6.855871446312526,0,0,1879,62,107,0
179573,7.570913678576456,1,1,71,11,4,1
3442628,5.351941980896969,0,0,16560,92,77,0
839003,4.971405625647808,0,1,2096,76,20,0
1823985,7.6705444029133725,1,1,73,12,3,1
997530,5.284661038442654,0,0,16575,63,134,0
1977694,7.9792653324432266,1,1,53,7,9,1
8273874,4.725108030367625,1,1,11029,82,86,0
3178326,6.277928837694336,0,1,1985,76,223,0
1391880,7.948201758465632,1,1,11,7,5,1
1958149,7.88177978066514,1,0,78,9,8,1
1641894,7.800666335867457,1,1,75,2,1,1
1802301,7.61497367817433,1,1,48,14,9,1
1090488,7.447290846345671,1,1,58,7,3,1
9756461,3.7389484697065063,0,0,12141,60,126,0
150689,7.865702895224135,1,1,72,8,4,1
1515542,6.736460284800323,0,0,8177,56,232,0
414494,7.806721169634647,1,1,29,11,8,1
9521173,3.5298574129403137,1,0,8322,22,191,0
1027553,5.481274857186216,0,1,13946,49,3,0
5898498,3.3314354513912807,0,0,17373,38,98,0
6672458,6.736272689824455,1,0,128,43,140,0
6146265,5.933433686694425,1,0,15712,34,199,0
6551670,4.098277984146444,0,1,7560,32,123,0
1676480,7.676202338961641,1,1,70,2,6,1
26259,7.747893063860045,1,1,20,12,5,1
8424309,6.621592209278976,0,1,7809,34,196,0
170786,7.412386063727476,1,1,61,12,2,1
1900256,7.656279518629035,1,1,7,5,3,1
3376957,6.115422461014058,0,0,431,77,83,0
67153,7.479799152244784,1,1,36,1,9,1
5140743,6.364269816678375,0,0,2361,52,178,0
650150,4.9169009326820845,1,1,7127,69,144,0
1337425,7.501220985682248,1,1,55,3,0,1
1071399,7.43955733361449,1,1,39,6,2,1
4898590,6.771695298499036,0,0,11584,34,60,0
815428,7.705449984013971,1,0,39,1,9,1
7396350,4.75571727386564,0,0,2588,96,151,0
813461,6.6856571073820135,0,0,9591,56,184,0
3032756,5.6444064334668695,0,0,17743,27,78,0
1513715,7.724565416002957,1,1,50,1,1,1
240487,7.805027973373952,0,1,45,12,8,1
3434382,3.16332072214637,0,0,1525,50,158,0
660660,7.687862814669427,1,1,34,13,1,1
2333517,6.4905345325225525,1,0,11730,84,6,0
4768348,4.717285618097171,0,0,9877,85,11,0
2246909,5.159260522836544,0,1,4509,15,244,0
569486,7.954030800794435,1,1,37,2,6,1
1813123,7.876436375529653,1,1,59,5,8,1
6312326,3.3285924955836212,0,1,6671,71,182,0
3439550,5.033776788210694,0,0,10480,94,167,0
1051963,7.914985664304229,1,1,24,11,2,1
1848346,7.574055358970449,1,1,78,13,3,1
1994757,7.711284987250612,1,1,33,4,8,1
1528231,7.746225117194015,1,1,64,5,3,1
1152354,7.848205099758176,1,1,21,1,8,1
5057861,5.940142653981283,0,1,15663,84,203,0
5953793,5.68502941982843,0,0,8713,89,124,0
1685704,7.990185518619687,1,1,79,0,5,1
1294179,7.9010141530230165,1,1,50,1,7,1
2001609,7.212068613641555,0,1,3750,13,53,0
1730915,7.80718966230972,1,1,74,7,4,1
1789417,7.847442989024714,1,1,47,9,5,1
400449,7.506543201578971,1,1,44,8,3,1
8235679,6.296330653078066,0,0,8524,89,127,0
4149887,7.216222334604756,0,0,17643,40,43,0
240502,7.914491152241732,1,1,75,14,6,1
1578366,7.611882675968706,1,1,15,7,8,1
3332068,5.002995070187069,0,0,9579,99,206,0
1704922,7.794239109519768,1,1,29,13,4,1
1739912,7.5642259503037055,1,1,76,3,6,1
456021,7.6932676329378,1,1,79,1,6,1
5188480,7.207108298842562,0,0,892,60,0,0
8930860,6.718150625744222,1,0,6072,48,187,0
4423375,4.461005956749807,0,0,17715,31,121,0
7986620,6.518288675617464,0,0,5852,75,233,0
4185056,6.662917318557975,0,0,19370,3,217,0
620441,7.646753112746198,1,1,34,6,6,1
8815131,5.812525920099592,0,0,18970,69,121,0
7022855,4.8857155007109725,0,0,19339,31,61,0
4354127,6.660049321666914,0,0,1020,96,178,0
8838590,5.717666589887799,0,0,18265,91,183,0
1163085,7.5785280568059985,1,1,76,14,1,1
1997336,7.569768540822399,1,1,76,1,6,1
8470872,6.793183141412858,0,0,767,32,36,0
1638637,7.552278585533595,1,1,30,10,9,1
2928109,6.439058710323293,0,0,17884,85,113,0
2535937,3.565528547740425,0,1,13550,43,200,0
1827765,7.580413440576266,1,1,15,4,5,1
8504902,3.796482320153862,1,0,970,70,32,0
8671178,6.207198166096152,0,0,16478,49,148,0
968872,7.91885353736231,1,1,16,2,1,1
67803,7.680526309816259,1,1,44,6,5,1
3335817,6.580526018192286,1,0,6952,16,70,0
1203118,7.497341328884347,1,1,26,0,0,1
7614287,6.555407199961072,0,0,428,78,220,0
58791,7.643242376510555,1,0,11,13,8,1
1662793,4.6116553414617245,0,0,15284,73,220,0
4937710,3.1791243190455343,0,0,19052,65,23,0
9703701,6.862524997358635,1,0,19165,9,17,0
1799718,7.8339376751633205,1,1,45,0,1,1
280877,7.606052369678404,1,1,21,14,7,1
5174036,4.414774982603047,1,0,15247,81,108,0
9452337,4.549624625700495,0,0,3623,8,41,0
839761,6.450123615384836,0,1,19868,99,171,0
572650,5.375808543565718,0,1,9816,9,116,0
1040504,3.9077836260143854,0,1,13906,28,194,0
46282,7.600168934586609,1,0,36,7,0,1
132537,7.411549378309337,1,1,58,13,3,1
3480591,7.043928574665542,0,0,19756,68,64,0
7266795,5.49800782903003,0,0,4098,61,229,0
1807511,7.9177175462775695,0,1,55,1,1,1
356407,7.752507487656068,1,0,54,6,9,1
4579238,3.7038403463007965,0,0,9555,26,223,0
724166,7.68752975446011,1,1,27,5,3,1
6098091,4.806510529745218,0,0,13301,15,164,0
991769,7.59261291576468,1,1,70,13,6,1
1204497,7.929871644004865,1,1,26,7,8,1
1293483,7.6794621172987565,1,1,6,9,0,1
1231793,7.885605697243221,1,1,18,12,9,1
2358821,6.383971580145965,0,1,19219,15,121,0
403522,7.523163004730395,1,1,72,7,3,1
9160861,6.604054389273275,0,1,13744,63,36,0
1684286,7.950473733134608,0,1,51,6,8,1
1263752,3.691549517036217,0,0,8797,77,51,0
480223,7.90521453083897,1,1,39,9,8,1
6216140,3.7618349786690217,0,0,19722,86,68,0
1145415,7.598067078713145,1,1,76,3,9,1
690503,7.520210510869044,1,1,58,1,4,1
1073597,7.789719458639234,1,1,10,2,4,1
6556035,7.002471378460906,0,0,4591,61,220,0
1531270,7.846177207160448,1,1,35,3,2,1
113700,7.453062552401302,1,1,24,8,5,1
3281772,4.726216212926732,0,1,683,59,210,0
1677519,7.758746595358,1,1,67,2,2,1
3504157,5.561728131212513,0,0,13909,90,62,0
933098,7.778582266922035,1,1,53,4,4,1
1243678,7.920058401374806,1,1,9,6,4,1
749782,7.53046858040462,0,1,27,10,6,1
2504771,3.609629892166538,0,0,6443,72,65,0
6305680,4.220462322201137,0,1,15310,31,68,0
8848905,4.906860096442188,0,1,6796,89,151,0
1700420,7.747349919555631,1,1,76,8,3,1
458781,7.654997144251918,1,1,45,0,5,1
847529,7.526379033364581,1,1,69,7,5,1
445413,7.641014341136969,1,1,73,14,0,1
991093,7.837655656389629,1,1,42,8,6,1
1426472,5.02178514859566,0,1,17837,66,119,0
607518,7.657592805180582,1,1,50,14,9,1
7103173,5.9170289382771095,0,1,6619,60,31,0
2413149,3.2781536421150657,0,1,5722,8,218,0
3345014,5.587978149746636,1,0,15947,8,101,0
1171133,7.638803862502289,1,1,16,3,5,1
3338920,3.052931722969125,0,0,11445,88,14,0
8352245,3.5582537304923854,0,0,14654,0,15,0
604055,7.60766659225647,1,1,47,3,5,1
4336868,6.507719167068408,0,0,1040,2,94,0
6320707,3.381699794663404,0,1,4800,25,50,0
583684,7.419831316927664,0,1,63,11,2,1
8440834,6.474497308598178,0,0,12981,76,44,0
289790,4.68148388115015,0,1,15593,74,65,0
3622581,6.114565119609644,0,0,9454,74,61,0
505339,7.552506628583394,1,1,15,0,0,1
1617850,7.411074335323967,1,1,36,0,0,1
776230,7.714890050218845,1,1,33,2,8,1
1842648,5.246509825243497,0,0,1746,54,91,0
5955878,4.469664340368075,0,0,17613,60,195,0
8171528,4.852706993613543,1,0,2653,22,138,0
9616215,4.000375815819528,0,1,3071,89,233,0
1187970,7.476573911742652,1,1,51,8,5,1
4658693,3.447790639057236,0,0,1931,53,36,0
529676,7.590243931258215,1,1,52,12,7,1
1767749,7.807987129190457,1,1,77,6,8,1
6082687,3.1481834155275,0,1,17708,21,244,0
992063,7.433347203768761,1,0,47,13,1,1
1487482,7.961688862707814,1,1,76,12,7,1
2695946,6.6288758342304135,1,1,12864,52,211,0
8512017,5.816540156978067,0,0,2113,50,1,0
1288890,7.741490588392743,1,1,46,8,8,1
1451120,7.618974312600935,1,1,14,8,9,1
1522701,3.8477627442633726,0,0,19257,23,220,0
835177,7.986100559108113,1,1,38,2,1,1
718421,7.435602938483834,1,1,27,1,5,1
692286,7.970108426490825,0,1,21,12,7,1
292648,7.880216392193958,1,1,40,8,1,1
3948208,6.980240519108944,1,1,6797,92,2,0
187696,7.565076654425655,1,1,77,4,9,1
1264672,7.994224657747317,1,1,73,0,4,1
6215624,6.946335703436922,0,0,4296,8,61,0
11919,7.48149945704796,1,1,76,6,6,1
1726690,6.098817124717387,0,0,10072,18,2,0
1841716,7.698284278251321,1,1,56,14,6,1
424570,5.2130276222661,1,1,7742,67,11,0
214222,7.92930003468262,1,1,26,2,3,1
433756,7.7868761614764495,1,1,10,9,5,1
1918440,7.9136876901717725,1,1,72,2,6,1
5125795,4.787929252956036,1,1,2124,31,106,0
555007,7.90484986161521,1,1,27,6,1,1
8775533,4.477751728219143,0,1,681,73,180,0
168651,7.470559769959221,1,1,29,5,8,1
1708923,4.695770892418906,0,0,17039,51,83,0
3913942,5.946781469298255,0,0,1758,74,164,0
2660440,7.1742946878415665,0,1,4608,48,227,0
2458184,5.249264315701674,0,0,17592,32,130,0
1165733,7.804659533881158,1,1,26,12,9,1
6980451,3.7937160570092416,1,1,4171,56,25,0
798525,7.555209064280858,1,1,29,1,0,1
299596,7.8922978667947135,1,1,65,7,5,1
9974006,7.021367805787676,1,0,1660,97,117,0
92970,7.57080463516809,1,1,13,10,9,1
7022862,5.821376277488497,0,0,19663,25,141,0
555389,7.7111832143996075,1,1,61,12,4,1
339095,7.677413360560798,1,1,28,1,2,1
7427263,6.554873037703379,1,1,7712,46,25,0
7300695,3.3890712897343183,0,0,3775,9,236,0
2318336,7.144435784574109,0,1,12782,36,62,0
1846932,7.577156378051584,1,1,47,11,0,1
4507554,4.009009799636152,0,0,13997,82,33,0
3660985,6.917595421899749,0,0,12322,44,34,0
1568695,7.831526868580274,1,1,57,8,0,1
4109997,6.393391640331545,0,0,18997,91,235,0
